PlaceId,Nome,Endereco,Telefone,Website,Avaliacao,TotalAvaliacoes,FaixaPreco,Tipos,Latitude,Longitude,Horario_Semana,AbertoAgora,StatusNegocio,Regiao
ChIJYRQvqs5bzpQRYq5rteGtfjM,San Marino Pães and Pastries,"R. Santa Cruz, 994 - Vila Mariana, São Paulo - SP, 04120-110, Brazil",+55 11 5571-0665,https://www.facebook.com/Padaria.sanmarimo,4.2,1478.0,2.0,"bakery, establishment, food, point_of_interest, restaurant, store",-23.5977413,-46.6269783,Monday: 6:00 AM – 9:30 PM; Tuesday: 6:00 AM – 9:30 PM; Wednesday: 6:00 AM – 9:30 PM; Thursday: 6:00 AM – 9:30 PM; Friday: 6:00 AM – 9:30 PM; Saturday: 6:00 AM – 9:30 PM; Sunday: 6:00 AM – 9:30 PM,True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJu4T_sClazpQRBXB2aMAcUMU,Casa do Araujo,"R. Irmã Efigênia, 114 - Vila Mariana, São Paulo - SP, 04017-060, Brazil",+55 11 99492-7960,,4.8,136.0,2.0,"establishment, food, point_of_interest, restaurant",-23.5893582,-46.6387557,,,CLOSED_TEMPORARILY,Itaú CEIC (Jabaquara)
ChIJwewoMShazpQRyypJC6hPREE,São Carlos Lanches DELIVERY e RETIRADA - Vila Mariana,"R. Maj. Maragliano, 433 - Vila Mariana, São Paulo - SP, 04017-030, Brazil",+55 11 5573-5800,http://www.saocarloslanches.com.br/,4.6,1552.0,2.0,"establishment, food, meal_takeaway, point_of_interest, restaurant",-23.5895406,-46.6392154,Monday: 5:30 – 10:30 PM; Tuesday: 5:30 – 10:30 PM; Wednesday: 5:30 – 10:30 PM; Thursday: 5:30 – 10:30 PM; Friday: 5:30 – 10:30 PM; Saturday: 5:30 – 10:30 PM; Sunday: Closed,False,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJ2V-_NShazpQRABU83jAb7cY,Max Lanches Restaurante,"R. Maj. Maragliano, 375 - Vila Mariana, São Paulo - SP, 04017-030, Brazil",+55 11 5572-6727,https://www.maxlanches.com.br/,4.4,490.0,2.0,"establishment, food, point_of_interest, restaurant",-23.5891069,-46.6390958,Monday: 6:00 AM – 11:00 PM; Tuesday: 6:00 AM – 11:00 PM; Wednesday: 6:00 AM – 11:00 PM; Thursday: 6:00 AM – 11:00 PM; Friday: 6:00 AM – 11:00 PM; Saturday: 6:00 AM – 5:00 PM; Sunday: Closed,True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJjZ2PRJRbzpQRyGxzXX5mkCg,Busger,"Rua Vergueiro, 4289 - Vila Mariana, São Paulo - SP, 04102-001, Brazil",+55 11 99337-9866,http://www.busger.com.br/,4.3,2495.0,2.0,"bar, establishment, food, meal_takeaway, point_of_interest, restaurant",-23.5949846,-46.6263712,Monday: 5:30 – 11:00 PM; Tuesday: 12:00 – 11:00 PM; Wednesday: 12:00 – 11:00 PM; Thursday: 12:00 – 11:00 PM; Friday: 12:00 – 11:45 PM; Saturday: 12:00 – 11:45 PM; Sunday: 12:00 – 11:00 PM,True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJ53Kc_6pZzpQRM4CZxocE_TU,Marmitaria Dom Fernandes,"R. Olmeiro, 74 - Campanário, Diadema - SP, 01539-000, Brazil",,,5.0,1.0,,"establishment, food, point_of_interest, restaurant",-23.6621046,-46.6262137,,,CLOSED_TEMPORARILY,Itaú CEIC (Jabaquara)
ChIJrfQlbzxFzpQRac01V6fzbGA,Pastelaria e Hamburgueria Mil Grau,"R. Sorveira, 220 - Campanário, Diadema - SP, 09931-330, Brazil",+55 11 91126-4012,https://instadelivery.com.br/pastelariamillgrau,5.0,20.0,,"establishment, food, meal_takeaway, point_of_interest, restaurant",-23.6636374,-46.62619220000001,Monday: Closed; Tuesday: 6:00 PM – 12:00 AM; Wednesday: 6:00 PM – 12:00 AM; Thursday: 6:00 PM – 12:00 AM; Friday: 6:00 PM – 12:00 AM; Saturday: 6:00 PM – 12:00 AM; Sunday: Closed,False,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJya3XZs9FzpQRWvdDQ64lVT4,Delicia da Jaque,"R. Jaçanã, 151 - Campanário, Diadema - SP, 09931-450, Brazil",+55 11 96714-0871,,4.9,8.0,,"establishment, food, meal_takeaway, point_of_interest, restaurant",-23.6629164,-46.6238409,,,CLOSED_TEMPORARILY,Itaú CEIC (Jabaquara)
ChIJ8UBSTQBbzpQRW__N-OHfuLE,Recanto da Arara,"Av. Miguel Estefno, 4241 - Parque do Estado, São Paulo - SP, 04301-902, Brazil",,,3.3,4.0,,"establishment, food, point_of_interest, restaurant",-23.6480847,-46.621046,,,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJfX_9I81bzpQRj13GTBBpQ8g,Bromélia Gastronomia - Jardim Botânico,"Av. Miguel Estefno, 3031 - Jardim Botânico, São Paulo - SP, 04301-012, Brazil",+55 11 91753-3198,https://instagram.com/bromelia_gastronomia?igshid=YmMyMTA2M2Y=,4.5,1093.0,,"establishment, food, point_of_interest, restaurant",-23.6387516,-46.6252225,Monday: 11:30 AM – 4:30 PM; Tuesday: 11:30 AM – 4:30 PM; Wednesday: 11:30 AM – 4:30 PM; Thursday: 11:30 AM – 4:30 PM; Friday: 11:30 AM – 4:30 PM; Saturday: 11:30 AM – 4:30 PM; Sunday: 11:30 AM – 4:30 PM,True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJhVNEQxhbzpQR1ASjMY6pelM,Parrilla,"Parque do Estado, São Paulo - State of São Paulo, 04301-902, Brazil",,,,,,"establishment, food, point_of_interest, restaurant",-23.6384373,-46.6240338,,,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJMxxAKC1bzpQRcwE8WOjpLw0,Majestoso Restaurante & Hamburgueria,"Rua Basil Cameron, 77 - Vila Guarani, São Paulo - SP, 04316-025, Brazil",+55 11 96125-8565,,4.6,9.0,,"establishment, food, point_of_interest, restaurant",-23.6362906,-46.6307718,"Monday: 11:00 AM – 3:00 PM, 6:00 PM – 12:00 AM; Tuesday: 11:00 AM – 3:00 PM, 6:00 PM – 12:00 AM; Wednesday: 11:00 AM – 3:00 PM, 6:00 PM – 12:00 AM; Thursday: 11:00 AM – 3:00 PM, 6:00 PM – 12:00 AM; Friday: 11:00 AM – 3:00 PM, 6:00 PM – 12:00 AM; Saturday: 11:00 AM – 3:00 PM, 6:00 PM – 12:00 AM; Sunday: Closed",True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJq3HC_ctazpQRuP_fkUiVMVY,KR Refeições,"Av. Água Funda, 607 - Vila Guarani, São Paulo - SP, 04316-080, Brazil",+55 11 99228-5040,https://pedido.anota.ai/loja/kr-refeicoes-pratos-e-comida-brasileira?f=msa,4.8,31.0,1.0,"establishment, food, point_of_interest, restaurant",-23.6361187,-46.6316704,"Monday: 11:00 AM – 4:00 PM, 6:00 – 10:00 PM; Tuesday: 11:00 AM – 4:00 PM, 6:00 – 10:00 PM; Wednesday: 11:00 AM – 4:00 PM, 6:00 – 10:00 PM; Thursday: 11:00 AM – 4:00 PM, 6:00 – 10:00 PM; Friday: 11:00 AM – 4:00 PM; Saturday: 11:00 AM – 3:00 PM; Sunday: Closed",True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJbcu3d6BfzpQRGylISjVUSZQ,Cozinheiro a domiciliar,"Av. Miguel Estefno - Vila Água Funda, São Paulo - SP, 04301-000, Brazil",+55 11 97063-7575,https://www.instagram.com/eleomark24?igsh=MmdxYnZocGczMHRj,5.0,2.0,,"establishment, food, point_of_interest, restaurant",-23.6340386,-46.6279105,Monday: 7:00 AM – 1:00 AM; Tuesday: 7:00 AM – 1:00 AM; Wednesday: 7:00 AM – 1:00 AM; Thursday: 7:00 AM – 1:30 AM; Friday: 6:00 AM – 12:00 AM; Saturday: 6:00 AM – 12:00 AM; Sunday: Open 24 hours,True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJvyS5hhxbzpQRZtkdn-mIrr4,FABRICA DE SALGADOS LIMA,"Av. Miguel Estefno, 2357 - Vila da Saúde, São Paulo - SP, 04301-002, Brazil",+55 11 98022-7077,,5.0,4.0,,"establishment, food, point_of_interest, restaurant",-23.6336759,-46.62742,Monday: 6:00 AM – 3:00 PM; Tuesday: 6:00 AM – 3:00 PM; Wednesday: 6:00 AM – 3:00 PM; Thursday: 6:00 AM – 3:00 PM; Friday: 6:00 AM – 3:00 PM; Saturday: 6:00 AM – 12:00 PM; Sunday: Closed,True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJeQ9VMwVbzpQRjjYS0UiEomQ,Posto Ipiranga,"Av. Miguel Estefno, 2309 - Parque do Estado, São Paulo - SP, 04301-012, Brazil",+55 11 5073-0669,https://portal.ipiranga/,2.2,9.0,,"car_repair, car_wash, convenience_store, establishment, food, gas_station, point_of_interest, restaurant, store",-23.6334278,-46.627208,,,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJawHQK_pbzpQR1ET9WTzIEFM,Restaurante E Lanchonete São Francisco,"Av. Miguel Estefno, 2297 - Vila da Saúde, São Paulo - SP, 04301-002, Brazil",+55 11 5073-1955,,4.6,27.0,,"establishment, food, meal_takeaway, point_of_interest, restaurant",-23.633142,-46.6274118,Monday: 9:00 AM – 11:00 PM; Tuesday: 9:00 AM – 11:00 PM; Wednesday: 9:00 AM – 11:00 PM; Thursday: 9:00 AM – 11:00 PM; Friday: 9:00 AM – 11:00 PM; Saturday: 9:00 AM – 11:00 PM; Sunday: 9:00 AM – 11:00 PM,True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJk3Nn3txbzpQRP0JWG4E8YI0,Lanches e X-Picanha na Saude Jabaquara e Ipiranga,"R. Augusta Magalhães, 100 - Vila Agua Funda, São Paulo - SP, 04155-100, Brazil",+55 11 94027-9814,,,,,"establishment, food, meal_takeaway, point_of_interest, restaurant",-23.6334397,-46.6263158,Monday: Closed; Tuesday: 5:00 – 11:00 PM; Wednesday: 5:00 – 11:00 PM; Thursday: 5:00 – 11:00 PM; Friday: 5:00 – 11:00 PM; Saturday: 5:00 – 11:00 PM; Sunday: 5:00 – 11:00 PM,False,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJgTR-mBxbzpQRDI_ZlIUv41I,Lanchonete da Loira,"Av. Miguel Estefno, 2256 - Vila da Saúde, São Paulo - SP, 04301-012, Brazil",,,,,,"establishment, food, point_of_interest, restaurant",-23.6327707,-46.6275525,,,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJO7CmIABbzpQRfzO5h4SZF3Q,Restaurante,"Av. Miguel Estefno, 2243 - Vila Água Funda, São Paulo - SP, 04301-012, Brazil",,,,,,"establishment, food, point_of_interest, restaurant",-23.6328103,-46.6273093,,,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJmcvtu_5bzpQR7MKCa6ctof4,Taboca´s Bar & Restaurante,"R. Augusta Magalhães, 09 - Vila Água Funda, São Paulo - SP, 04155-100, Brazil",+55 11 96957-4037,,4.7,44.0,,"establishment, food, point_of_interest, restaurant",-23.6336265,-46.6254219,Monday: 8:00 AM – 10:00 PM; Tuesday: 8:00 AM – 10:00 PM; Wednesday: 8:00 AM – 10:00 PM; Thursday: 8:00 AM – 10:00 PM; Friday: 8:00 AM – 10:00 PM; Saturday: 8:00 AM – 6:00 PM; Sunday: Closed,True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJ0edKMiNbzpQRnkFebjjeNfo,Varanda Quilo & Churrasco,"Av. Miguel Estefno, 2245 - Vila da Saúde, São Paulo - SP, 04301-012, Brazil",+55 11 5058-2017,https://app.anota.ai/m/TZbOM3x-w,4.4,234.0,2.0,"establishment, food, point_of_interest, restaurant",-23.6326735,-46.6273906,Monday: 11:00 AM – 3:00 PM; Tuesday: 11:00 AM – 3:00 PM; Wednesday: 11:00 AM – 3:00 PM; Thursday: 11:00 AM – 3:00 PM; Friday: 11:00 AM – 3:30 PM; Saturday: 11:00 AM – 3:30 PM; Sunday: Closed,True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJW1z_phtbzpQRlk7yVj8N5kk,PIZZARIA FAMIGLIA CRISPIM,"R. Rosa de Morais, 378 - Vila Água Funda, São Paulo - SP, 04155-000, Brazil",+55 11 5058-0020,https://rede.rf.gd/crispimzap,4.2,260.0,,"establishment, food, point_of_interest, restaurant",-23.6333985,-46.6255586,Monday: 6:00 PM – 12:00 AM; Tuesday: 6:00 PM – 12:00 AM; Wednesday: 6:00 PM – 12:00 AM; Thursday: 6:00 PM – 12:00 AM; Friday: 6:00 PM – 12:00 AM; Saturday: 6:00 PM – 12:00 AM; Sunday: 6:00 PM – 12:00 AM,False,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJMRE8zCJbzpQRmzDmHgAhhcQ,Tupã bar,"R. Manuel Píres, 107 - Vila Água Funda, São Paulo - SP, 04155-070, Brazil",+55 11 98673-1979,,4.5,2.0,,"establishment, food, point_of_interest, restaurant",-23.6325955,-46.6264437,,,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJ1UdPbBtbzpQRBqBT7tzBa5E,Cantinho Nordestino Restaurante & Bar,"R. Dr. Carneiro Maia, 116 - Vila Água Funda, São Paulo - SP, 04155-050, Brazil",,,,,,"establishment, food, point_of_interest, restaurant",-23.6326689,-46.6260955,,,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJQ5XUlS5bzpQRTDCTkklTzEE,Point do Hugão,"pointdohugao@gmail.com - Vila Água Funda, São Paulo - SP, 04156-040, Brazil",+55 11 91970-4325,,5.0,2.0,,"establishment, food, point_of_interest, restaurant",-23.6328852,-46.6243417,Monday: Closed; Tuesday: 11:00 AM – 9:00 PM; Wednesday: 11:00 AM – 9:00 PM; Thursday: 11:00 AM – 9:00 PM; Friday: 11:00 AM – 11:00 PM; Saturday: 11:00 AM – 11:00 PM; Sunday: Closed,True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJMT0RA_pbzpQRsEPGgAsS0dg,Ponto da Esfiha Miguel Estefno,"Av. Miguel Estefno, 2103 - Vila da Saúde, São Paulo - SP, 04301-012, Brazil",+55 11 2366-4571,,3.7,146.0,,"establishment, food, point_of_interest, restaurant",-23.631476,-46.6272724,Monday: 8:00 AM – 12:00 AM; Tuesday: 8:00 AM – 12:00 AM; Wednesday: 8:00 AM – 12:00 AM; Thursday: 8:00 AM – 12:00 AM; Friday: 8:00 AM – 1:59 AM; Saturday: 8:00 AM – 1:59 AM; Sunday: 8:00 AM – 12:00 AM,True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJKQ_3FZlWzpQR0GguTit2BTs,Choperia Monte Kemel,"Rua Ministro - Rua Mont Kemel, 60 - A - Jardim Monte Kemel, São Paulo - SP, 05634-060, Brazil",+55 11 3507-1014,,4.2,125.0,,"establishment, food, point_of_interest, restaurant",-23.6316482,-46.62661629999999,Monday: 11:00 AM – 12:00 AM; Tuesday: 11:00 AM – 12:00 AM; Wednesday: 11:00 AM – 12:00 AM; Thursday: 11:00 AM – 12:00 AM; Friday: 11:00 AM – 12:00 AM; Saturday: 11:00 AM – 12:00 AM; Sunday: Closed,True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJU9mbFxtbzpQRAyED10cKAyc,Versatil Reis,"R. Rosa de Morais, n.233 - Vila Água Funda, São Paulo - SP, 04155-000, Brazil",+55 11 5058-8228,http://www.versatilreis.com.br/,5.0,2.0,,"establishment, food, point_of_interest, restaurant",-23.6321316,-46.6253413,Monday: 8:00 AM – 6:00 PM; Tuesday: 8:00 AM – 6:00 PM; Wednesday: 8:00 AM – 6:00 PM; Thursday: 8:00 AM – 6:00 PM; Friday: 8:00 AM – 6:00 PM; Saturday: Closed; Sunday: Closed,True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJOQ3VwXJbzpQRK3NJsUn9g7Y,SM DOCES-FESTAS - DESCARTAVEIS,"Av. Miguel Estefno, 2054 - Cursino, São Paulo - SP, 04301-001, Brazil",+55 11 94249-2806,,,,,"establishment, food, point_of_interest, restaurant",-23.6310502,-46.62771859999999,Monday: 8:00 AM – 6:00 PM; Tuesday: 8:00 AM – 6:00 PM; Wednesday: 8:00 AM – 6:00 PM; Thursday: 8:00 AM – 6:00 PM; Friday: 8:00 AM – 6:00 PM; Saturday: 8:00 AM – 6:00 PM; Sunday: Closed,True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJlQcOvjdbzpQRtu3-7kqd27Y,Bar e restaurante do Juninho,"Av. Miguel Estefno, 2039 - Vila da Saúde, São Paulo - SP, 04301-010, Brazil",+55 11 95884-7940,,4.5,4.0,,"establishment, food, point_of_interest, restaurant",-23.6310381,-46.6273933,Monday: 8:30 AM – 10:00 PM; Tuesday: 8:30 AM – 10:00 PM; Wednesday: 8:30 AM – 10:00 PM; Thursday: 8:30 AM – 10:00 PM; Friday: 8:30 AM – 10:00 PM; Saturday: 10:00 AM – 10:00 PM; Sunday: 10:00 AM – 2:00 PM,True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJSx6sLARbzpQRG-RkiZiLHD4,Pizzaria Carbonelli,"Rua Francisco Tapajós, 464 Cursino - Vila Moraes, São Paulo - SP, 04153-001, Brazil",+55 11 5073-9085,https://www.pizzariacarbonelli.com.br/,4.4,174.0,,"establishment, food, point_of_interest, restaurant",-23.6263155,-46.6245253,Monday: 6:00 – 11:00 PM; Tuesday: 6:00 – 11:00 PM; Wednesday: 6:00 – 11:00 PM; Thursday: 6:00 – 11:00 PM; Friday: 6:00 PM – 12:00 AM; Saturday: 6:00 PM – 12:00 AM; Sunday: 6:00 – 11:00 PM,False,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJDXeVkgVbzpQRJRsSTvQ-P84,Family's Pizza,"R. Francisco Tapajós, 627 - Vila Santo Estefano, São Paulo - SP, 04153-001, Brazil",+55 11 5073-2653,,4.4,138.0,2.0,"establishment, food, point_of_interest, restaurant",-23.6263172,-46.6229398,Monday: Closed; Tuesday: 6:00 – 11:30 PM; Wednesday: 6:00 – 11:30 PM; Thursday: 6:00 – 11:30 PM; Friday: 6:00 – 11:30 PM; Saturday: 6:00 – 11:30 PM; Sunday: 6:00 – 11:30 PM,False,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJA6-00wVbzpQRAiERq4yrxLk,Bakery San Fernando,"R. Francisco Tapajós, 471 - Cursino, São Paulo - SP, 04153-001, Brazil",+55 11 5058-6937,http://www.padariasaofernando.com.br/,4.4,2088.0,2.0,"bakery, establishment, food, point_of_interest, restaurant, store",-23.6261239,-46.6244482,Monday: 5:30 AM – 10:00 PM; Tuesday: 5:30 AM – 10:00 PM; Wednesday: 5:30 AM – 10:00 PM; Thursday: 5:30 AM – 10:00 PM; Friday: 5:30 AM – 10:00 PM; Saturday: 5:30 AM – 10:00 PM; Sunday: 6:00 AM – 10:00 PM,True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJv01FDiJbzpQRi5ZD0cvAqHo,Restaurante Carmelita,"Avenida Miguel Estéfno 2022 Água Funda - Vila da Saúde, São Paulo - SP, 04301-001, Brazil",+55 11 5058-7066,,4.7,16.0,,"establishment, food, point_of_interest, restaurant",-23.6308198,-46.6276411,Monday: 8:00 AM – 6:00 PM; Tuesday: 8:00 AM – 6:00 PM; Wednesday: 8:00 AM – 6:00 PM; Thursday: 8:00 AM – 6:00 PM; Friday: 8:00 AM – 6:00 PM; Saturday: 8:00 AM – 4:00 PM; Sunday: Closed,True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJofA8jI9bzpQR9tLWbf6ALQM,Chico Grill Miguel stefano,"Av. Miguel Estefno, 1920 - Jardim saúde, São Paulo - SP, 04301-002, Brazil",+55 11 96838-1270,,4.9,50.0,,"establishment, food, point_of_interest, restaurant",-23.6304668,-46.6280168,Monday: 8:00 PM – 1:30 AM; Tuesday: 8:00 PM – 1:30 AM; Wednesday: 8:00 PM – 1:30 AM; Thursday: 8:00 PM – 1:30 AM; Friday: 8:00 PM – 1:30 AM; Saturday: 8:00 PM – 1:30 AM; Sunday: Closed,False,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJM6vNaANbzpQR2LKcwoH3Fi8,Léo Restaurante,"Av. Miguel Estefno, 1966 - Vila da Saúde, São Paulo - SP, 04301-000, Brazil",+55 11 5058-8252,,4.2,29.0,,"establishment, food, point_of_interest, restaurant",-23.6302429,-46.6277899,Monday: 7:00 AM – 7:00 PM; Tuesday: 7:00 AM – 7:00 PM; Wednesday: 7:00 AM – 7:00 PM; Thursday: 7:00 AM – 7:00 PM; Friday: 7:00 AM – 7:00 PM; Saturday: 7:00 AM – 7:00 PM; Sunday: Closed,True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJAaN4BU1bzpQRaKgrwp5GMr8,Luizao rei do espeto,"R. Rosa de Morais, 173 - Vila Água Funda, São Paulo - SP, 04155-000, Brazil",+55 11 91406-4613,,,,,"establishment, food, point_of_interest, restaurant",-23.6314827,-46.6255411,Monday: 3:34 – 9:35 PM; Tuesday: 3:34 – 9:35 PM; Wednesday: 3:34 – 9:35 PM; Thursday: 3:34 – 9:35 PM; Friday: 3:34 – 9:35 PM; Saturday: Closed; Sunday: Closed,False,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJYxfwiwNbzpQRghEg7BFt8Ic,Esfiharia Santo Estéfano,"R. César Antônio Bosso, 15 - Vila Santo Estefano, São Paulo - SP, 04153-140, Brazil",+55 11 5058-7225,,4.9,14.0,,"establishment, food, point_of_interest, restaurant",-23.6281822,-46.6273677,,,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJg9FU2QNbzpQRihikHQ4ruLc,Rot Street Food,"Av. Emb. Álvaro Lins, 93 - Vila Santo Estefano, São Paulo - SP, 04153-160, Brazil",+55 11 97971-1513,,4.7,7.0,,"establishment, food, meal_takeaway, point_of_interest, restaurant",-23.6271495,-46.6284615,Monday: 12:30 – 10:00 PM; Tuesday: 12:30 – 10:00 PM; Wednesday: 12:30 – 10:00 PM; Thursday: 12:30 – 10:00 PM; Friday: 12:30 – 10:00 PM; Saturday: 1:00 – 10:00 PM; Sunday: Closed,True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJURjkaB1bzpQRTKjARMFhHek,Fala Maracucho,"Av. Emb. Álvaro Lins, 565 - Vila Santo Estefano, São Paulo - SP, 04153-160, Brazil",+55 11 96439-6527,,5.0,2.0,,"establishment, food, meal_takeaway, point_of_interest, restaurant",-23.6290369,-46.624575,,,CLOSED_TEMPORARILY,Itaú CEIC (Jabaquara)
ChIJbRiJ4ZBbzpQRGWNquBjdcbA,Doces e salgados marmitexTia Fa,"R. Vicente Fernandes Pinto - Vila Água Funda, São Paulo - SP, 04156-110, Brazil",+55 19 5441-2960,,4.4,15.0,,"establishment, food, point_of_interest, restaurant",-23.6327207,-46.62330910000001,Monday: 10:30 AM – 6:00 PM; Tuesday: 10:30 AM – 8:00 PM; Wednesday: 10:30 AM – 6:00 PM; Thursday: 10:30 AM – 9:00 PM; Friday: 10:30 AM – 6:00 PM; Saturday: 10:30 AM – 10:00 PM; Sunday: 12:00 – 4:00 PM,True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJKzlIVgFbzpQRlkcC-Y1zB4w,Comida Caseira da Cris,"R. Prof. Roberto Mange, 182 - Vila Santo Estefano, São Paulo - SP, 04153-040, Brazil",+55 11 2614-9640,,4.7,23.0,1.0,"establishment, food, point_of_interest, restaurant",-23.6267807,-46.6275397,Monday: 11:00 AM – 3:00 PM; Tuesday: 11:00 AM – 3:00 PM; Wednesday: 11:00 AM – 3:00 PM; Thursday: 11:00 AM – 3:00 PM; Friday: 11:00 AM – 3:00 PM; Saturday: 11:00 AM – 3:00 PM; Sunday: Closed,True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJBVmHnfhbzpQRmv_Dfi2Wr5I,Sneakers Burger,"Rua General Otávio Salema, 248 - Vila Santo Estefano, São Paulo - SP, 04154-080, Brazil",,https://www.instagram.com/thesneakersburger/,4.8,256.0,,"establishment, food, point_of_interest, restaurant",-23.6298882,-46.6234026,Monday: Closed; Tuesday: 6:00 – 9:30 PM; Wednesday: 6:00 – 9:30 PM; Thursday: 6:00 – 9:30 PM; Friday: 6:00 – 9:30 PM; Saturday: 2:00 – 10:30 PM; Sunday: 2:00 – 7:30 PM,False,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJBWt8uhpbzpQR3wZTdmLfnHI,A Kasa Kalil Batataria,"R. Kalil Nader Habr, 627 - Vila Santo Estefano, São Paulo - SP, 04154-030, Brazil",+55 11 5073-4844,,4.1,15.0,,"establishment, food, point_of_interest, restaurant",-23.630624,-46.6230534,Monday: 6:00 AM – 11:00 PM; Tuesday: 6:00 AM – 11:00 PM; Wednesday: 6:00 AM – 11:00 PM; Thursday: 6:00 AM – 11:00 PM; Friday: 6:00 AM – 11:00 PM; Saturday: 6:00 AM – 11:00 PM; Sunday: 6:00 AM – 11:00 PM,True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJ6fZsVwFbzpQRbxHQLdbZ3LE,Luiz Raimundo de Souza Bar e Lanchonete,"R. Prof. Roberto Mange, 153 - Ipiranga, São Paulo - SP, 04153-040, Brazil",,,3.6,5.0,,"bar, establishment, food, meal_takeaway, point_of_interest, restaurant",-23.6264528,-46.6277221,Monday: 8:00 AM – 7:30 PM; Tuesday: 9:00 AM – 8:00 PM; Wednesday: 9:00 AM – 8:00 PM; Thursday: 9:00 AM – 8:00 PM; Friday: 8:00 AM – 10:00 PM; Saturday: 9:00 AM – 8:00 PM; Sunday: Closed,True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJj_mo0QFbzpQR78XLHIJ7CA0,Bar e Lanches Alto Sabor,"Av. Fagundes Filho, 1100 - Vila Monte Alegre, São Paulo - SP, 04304-001, Brazil",,,4.4,20.0,,"bar, establishment, food, meal_takeaway, point_of_interest, restaurant",-23.6264285,-46.6309247,Monday: 6:00 AM – 8:00 PM; Tuesday: 6:00 AM – 8:00 PM; Wednesday: 6:00 AM – 8:00 PM; Thursday: 6:00 AM – 8:00 PM; Friday: 6:00 AM – 8:00 PM; Saturday: 6:00 AM – 8:00 PM; Sunday: Closed,True,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJaxCk53lbzpQRKJn9GN-ej3c,Los caetanos,"R. Francisco Hurtado - Vila Água Funda, São Paulo - SP, 04156-040, Brazil",+55 11 93284-6428,http://bit.ly/potatodahora,5.0,4.0,,"establishment, food, point_of_interest, restaurant",-23.6325274,-46.6226127,Monday: 6:00 PM – 12:00 AM; Tuesday: 6:00 PM – 12:00 AM; Wednesday: 6:00 PM – 12:00 AM; Thursday: 6:00 PM – 12:00 AM; Friday: 6:00 PM – 12:00 AM; Saturday: 6:00 PM – 12:00 AM; Sunday: 6:00 PM – 12:00 AM,False,OPERATIONAL,Itaú CEIC (Jabaquara)
ChIJy5hGKf9azpQRJKVLGKOIeDQ,Dona maria pizzaria bar e gastronomia,"Av. Fagundes Filho, 1080 - São Judas, São Paulo - SP, 04304-000, Brazil",+55 11 91629-6641,https://wa.me/message/ZBOKSAVXB3FSD1,4.7,236.0,2.0,"bar, establishment, food, meal_delivery, night_club, point_of_interest, restaurant",-23.626389,-46.631121,Monday: Closed; Tuesday: 5:00 – 11:00 PM; Wednesday: 5:00 – 11:00 PM; Thursday: 5:00 – 11:30 PM; Friday: 5:00 PM – 12:00 AM; Saturday: 5:00 PM – 12:00 AM; Sunday: 5:00 – 11:00 PM,False,OPERATIONAL,Itaú CEIC (Jabaquara)
